Time in Seconds,Acceleration_Z,OrientSensor_Azimuth,OrientSensor_Pitch,OrientSensor_Roll,FusedOrientation_Azimuth,FusedOrientation_Pitch,FusedOrientation_Roll,AccelOrient_Azimuth,AccelOrient_Pitch,AccelOrient_Roll
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-1.3058829,112.73282,-161.949,-13.972491,0,0,0,120.8744315,67.40185718,-117.3968543
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-4.0755754,107.68477,-169.29816,-9.088757,0,0,0,150.0962074,60.11311643,-147.0675649
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-8.615956,103.717026,-176.5641,-3.014516,0,0,0,163.7615308,44.16813202,-158.4328494
00:01.0,-14.401203,100.87167,176.79002,4.148323,0,0,0,153.4795962,32.23611256,-153.484473
00:01.0,-14.401203,100.87167,176.79002,4.148323,0,0,0,153.4795962,32.23611256,-153.484473
00:01.1,-14.401203,100.87167,176.79002,4.148323,0,0,0,153.4795962,32.23611256,-153.484473
